institute code,institute_name,place,district_code,co_education,college_type,branch_code,branch_name,OC_BOYS,OC_GIRLS,BC_A_BOYS,BC_A_GIRLS,BC_B_BOYS,BC_B_GIRLS,BC_C_BOYS,BC_C_GIRLS,BC_D_BOYS,BC_D_GIRLS,BC_E_BOYS,BC_E_GIRLS,SC_I_BOYS,SC_I_GIRLS,SC_II_BOYS,SC_II_GIRLS,SC_III_BOYS,SC_III_GIRLS,ST_BOYS,ST_GIRLS,EWS_BOYS,EWS_GIRLS,affiliated_to
SDES,SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),59757,62898,122638,129771,78722,78722,63684,63999,73789,74444,124853,125411,114889,124773,142034,142353,136326,136334,141148,148305,72558,72558,JNTUH
SDES,SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,72066,72066,116144,118208,93569,93742,85254,85254,84780,84780,104761,104761,146519,146519,145562,148467,137357,137414,143170,144916,90586,95482,JNTUH
SDES,SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,98159,98159,120204,125770,116109,116109,98159,98159,110635,122231,117865,117865,98159,98159,151601,151601,108056,141080,145225,146609,129915,129915,JNTUH
SDES,SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,MEC,MECHANICAL ENGINEERING,100721,132699,145425,145425,150263,150313,100721,132699,151753,151753,146521,146521,100721,132699,140104,140104,135679,135679,149942,149942,100721,132699,JNTUH
SDEW,SRIDEVI WOMENS ENGINEERING COLLEGE (AUTONOMOUS),GANDIPET,RR,GIRLS,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,34480,NA,76415,NA,51665,NA,47620,NA,47302,NA,66060,NA,130074,NA,125671,NA,88703,NA,139962,NA,45126,JNTUH
SDEW,SRIDEVI WOMENS ENGINEERING COLLEGE (AUTONOMOUS),GANDIPET,RR,GIRLS,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,32063,NA,72146,NA,47222,NA,109223,NA,43459,NA,78110,NA,147802,NA,105530,NA,78325,NA,138607,NA,44390,JNTUH
SDEW,SRIDEVI WOMENS ENGINEERING COLLEGE (AUTONOMOUS),GANDIPET,RR,GIRLS,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,33807,NA,76151,NA,50670,NA,54290,NA,46307,NA,78272,NA,141579,NA,122506,NA,82028,NA,141955,NA,43137,JNTUH
SDEW,SRIDEVI WOMENS ENGINEERING COLLEGE (AUTONOMOUS),GANDIPET,RR,GIRLS,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,48245,NA,92408,NA,65578,NA,63410,NA,62610,NA,130611,NA,137570,NA,137360,NA,105788,NA,143436,NA,57799,JNTUH
SDEW,SRIDEVI WOMENS ENGINEERING COLLEGE (AUTONOMOUS),GANDIPET,RR,GIRLS,PVT,INF,INFORMATION TECHNOLOGY,NA,45772,NA,97885,NA,64055,NA,45772,NA,56816,NA,110008,NA,141913,NA,141776,NA,134278,NA,151478,NA,51504,JNTUH
SDGI,SREE DATTHA GRP OF INSTNS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),60848,60848,129221,132409,86895,86895,69278,69278,82139,82139,97845,132391,60848,60848,143168,143168,137138,138330,139937,151379,79748,79748,JNTUH
SDGI,SREE DATTHA GRP OF INSTNS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,66846,66846,128500,134370,85356,85356,71741,111474,81391,81391,133838,134312,130725,130725,143423,143671,136207,136361,143897,151458,82798,82798,JNTUH
SDGI,SREE DATTHA GRP OF INSTNS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),53410,67044,119433,127598,83832,87534,53410,67044,77607,77829,97681,133755,143510,143510,143347,144048,128341,136934,142130,149429,76633,76633,JNTUH
SDGI,SREE DATTHA GRP OF INSTNS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,80710,80710,106339,106339,98207,99239,81608,81608,89505,92064,99972,103319,80710,80710,145446,149339,138972,140028,146189,146189,96359,96359,JNTUH
SDGI,SREE DATTHA GRP OF INSTNS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,100966,100966,100966,122641,111965,119448,100966,100966,113978,115660,100966,121061,105728,105728,146160,151732,135934,135934,147861,147861,124874,132711,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,CIV,CIVIL ENGINEERING,108165,108165,135374,135374,130890,132920,144491,144491,121759,121759,145401,145401,108165,108165,148813,148813,136829,137035,144534,151380,120167,128298,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),71845,71845,132279,132279,87108,87108,71845,71845,85668,85668,131517,132207,71845,143330,143710,143710,115477,138205,145479,146038,86497,92538,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,60558,60819,130107,130107,82723,82723,64718,67831,81563,81839,116781,125476,139828,139828,139359,139359,128999,131801,141647,151585,86473,86473,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),63696,63696,130172,131913,84685,84753,65873,68241,83517,85290,94922,119105,63696,141471,142303,142303,123036,123036,142913,145484,91850,91850,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,72151,72151,135067,135067,100559,100559,88575,88575,87984,87984,117842,117842,77201,77201,144356,144356,118466,137480,140963,147870,98517,101614,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,82985,82985,103818,109506,112338,112338,82985,82985,103330,103330,133024,133024,82985,82985,144466,144466,123871,142776,138395,147588,116619,116619,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,MEC,MECHANICAL ENGINEERING,93808,93808,133898,133898,130398,130805,93808,103952,115912,148546,121544,121544,93808,116786,145156,148740,150977,151378,146733,148244,93808,93808,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CIV,CIVIL ENGINEERING,59335,59335,117523,125280,93495,93495,59335,59335,78775,91810,98150,98150,59335,59335,126774,126774,98078,98078,96775,96775,114342,114342,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),44387,44387,65067,65067,56343,66674,44387,44387,54260,54260,44387,125630,44387,44387,91132,91132,44387,99403,123633,132011,63390,65038,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),45327,52963,86453,87571,68783,68783,45327,52963,61026,61026,87395,87395,95063,95063,104964,104964,99395,99395,123578,123578,65964,65964,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,47587,47587,80040,80040,63549,63549,73629,73629,59598,59598,65932,124740,81335,81335,97244,99084,89924,89924,107937,107937,64127,64127,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),49868,49868,82341,82341,68933,68933,108686,108686,60345,60345,69486,69486,61048,61048,103275,103275,94551,94551,119985,119985,65629,65629,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),59942,59942,103846,103846,78426,78426,59942,105411,71831,71831,101683,132389,59942,142054,113291,113291,102602,102602,125264,125264,88699,91060,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSW,COMPUTER ENGINEERING(SOFTWARE ENGINEERING),60498,68161,88151,88151,81811,81811,60498,68161,76561,76561,109960,109960,138256,138256,114874,114874,60498,108643,131198,135146,90526,99198,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,55543,56696,104143,104143,69639,76981,62355,62355,68014,68014,79590,79590,136805,136805,116536,116536,101989,118112,73235,126299,74742,79448,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,80931,81600,80931,132532,88291,88291,80931,81600,80931,81600,80931,81600,80931,81600,123875,133729,120769,120769,136502,140171,110622,110622,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,MEC,MECHANICAL ENGINEERING,92536,93761,127903,127903,105672,129321,92536,93761,93049,117545,110272,110272,92536,93761,124639,140468,121603,121603,109194,136612,103606,122697,JNTUH
SKEC,SREE KAVITHA ENGINEERING COLLEGE,KAREPALLY,KHM,GIRLS,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,116408,NA,116408,NA,116408,NA,116408,NA,116408,NA,116408,NA,116408,NA,116408,NA,116408,NA,116408,NA,116408,JNTUH
SKEC,SREE KAVITHA ENGINEERING COLLEGE,KAREPALLY,KHM,GIRLS,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,93446,NA,93446,NA,93446,NA,93446,NA,93446,NA,93446,NA,93446,NA,93446,NA,93446,NA,93446,NA,93446,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),61274,62320,127566,127566,79379,81468,61274,62320,73839,77517,118017,127146,61274,62320,143210,143210,124232,136186,141599,143086,75750,77560,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,50939,50939,105828,105828,73072,73072,54656,69302,66886,66886,113536,113536,50939,95068,138822,138822,112664,116928,139478,144635,67117,72220,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,49588,67933,126429,126429,85300,85300,68084,68084,82662,82662,49588,101294,141801,141801,140432,142931,124407,124407,143480,144292,82864,82864,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),56077,56077,112320,118801,75307,76469,71977,71977,71364,71364,117871,117871,141459,141459,140953,140953,131167,132321,138706,151706,74667,75333,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,70701,70701,125332,128365,94035,94035,70701,70701,84215,84215,126036,128670,70701,70701,145313,148292,136072,137499,143167,149720,78284,98578,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,89364,89364,107739,107739,103327,107298,89364,89364,97099,98700,109029,109029,89364,89364,146116,146116,126582,126582,143254,150125,89364,117125,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,CIV,CIVIL ENGINEERING,32315,32315,71706,109761,51262,51262,32315,58100,48657,58068,51285,103093,32315,43151,94613,109556,61273,64482,75674,75674,41895,41895,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),9844,10230,24042,25321,13167,14142,9844,10230,12956,12956,21243,21243,9844,10230,39805,43760,29095,29095,39647,49371,10236,10879,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),9360,9530,24136,24136,13515,13515,35006,35006,12698,12698,19214,32223,63260,63260,43070,43070,28072,28072,41813,43311,10028,10028,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,8019,8710,22075,22459,12398,12621,33488,33488,11041,11381,18935,25311,60626,68758,36482,38653,24911,27284,36613,39205,9480,9480,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),8540,8942,23166,23166,12550,12951,21412,21412,11764,12313,20353,28648,49821,78220,38156,39458,25997,25997,41019,42604,9811,9845,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,14777,14777,37423,37423,22164,22164,61514,61514,21023,21827,43923,50274,84235,84235,66763,67359,40335,40335,52506,60773,17577,17577,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,19132,19132,58817,58817,35652,35652,19132,97316,28024,34747,76837,121715,19132,111648,68945,69153,52504,52504,57044,63820,28053,31422,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,INF,INFORMATION TECHNOLOGY,12003,12003,29490,29490,15609,15698,47936,47936,15915,15915,31424,36064,76848,76848,53162,53646,35979,41334,50585,57435,12707,12780,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,MEC,MECHANICAL ENGINEERING,32473,42701,69171,122492,39879,46140,95950,95950,41739,63681,56609,92915,126401,126401,107012,136155,61537,136570,89095,140230,40294,73018,JNTUH
SNTI,SCIENT INSTITUTE OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,55240,55240,105270,105270,78703,86070,55240,55240,80975,82620,55240,55240,55240,55240,141650,141650,95380,139370,109676,149359,81082,87297,JNTUH
SNTI,SCIENT INSTITUTE OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,68128,68128,130547,130547,90653,94274,86293,86293,85872,86890,133222,134878,68128,71709,142129,142129,137044,137044,141691,145595,94207,94207,JNTUH
SNTI,SCIENT INSTITUTE OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),60293,60293,94914,94914,91352,97381,60293,60293,79155,79155,112918,112918,60293,60293,140254,140254,107229,107229,142466,149165,84676,84676,JNTUH
SNTI,SCIENT INSTITUTE OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,69436,69436,102142,102142,91464,104189,69436,69436,91187,91187,92933,92933,130949,130949,108173,108173,126995,126995,139767,145365,113277,113277,JNTUH
SNTI,SCIENT INSTITUTE OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,54440,75649,127611,127611,125074,125074,54440,75649,91991,108734,133727,133727,54440,75649,110078,128815,138476,138476,141736,141736,131055,132509,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,CIV,CIVIL ENGINEERING,67656,67656,67656,109654,79308,110221,67656,67656,100756,125290,114929,130266,67656,67656,139360,139360,122954,136282,123894,123894,88111,118793,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),47060,47060,89005,93571,58776,63845,47721,47721,58178,58178,71690,71690,107749,107749,76911,76911,47060,47060,124330,149688,54627,54627,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),44438,44438,80864,83697,50388,60120,47745,47745,46619,46619,95611,95611,44438,44438,135984,135984,84415,86392,136458,145245,54411,54714,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,43052,43052,85724,88977,56613,60238,50140,50407,49301,49552,93427,103822,131922,131922,130230,130230,86137,89341,136215,145046,51220,51220,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),45747,45747,89737,89737,60918,62714,73324,73324,58371,58371,96240,97783,136107,147593,134941,136540,98828,98828,138500,149039,54142,54142,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,56094,56094,103583,106487,71461,71461,60821,60821,73079,73079,116803,123957,140264,140264,140053,146712,93345,120684,136715,151388,62263,62263,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,69531,69975,92267,131320,87897,87897,69531,95270,77215,77215,95990,95990,69531,69975,139066,139066,109250,109250,142477,150461,82559,82559,JNTUH
SPHN,SPHOORTHY ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,CIV,CIVIL ENGINEERING,88829,88829,130621,130621,130296,130296,88829,88829,96900,125004,88829,88829,88829,88829,137830,137830,109889,109889,147662,149398,135183,135183,JNTUH
SPHN,SPHOORTHY ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),55650,55650,80640,102982,73125,73682,55650,55650,66560,69879,98683,98683,55650,55650,139116,139116,123810,123810,128959,149154,60518,63966,JNTUH
SPHN,SPHOORTHY ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),57291,57291,102285,105638,72626,72626,67619,67619,67057,71559,95319,100510,140354,140354,140158,140952,132786,137284,140369,151149,61440,61494,JNTUH
SPHN,SPHOORTHY ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,44611,44611,95221,95221,62198,62198,69285,69285,58704,58704,73221,73221,44611,136809,134123,134123,108870,108870,136058,142581,56993,56993,JNTUH
SPHN,SPHOORTHY ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),52013,52013,99914,99914,66795,66795,65796,65796,65667,65667,86086,99055,138364,138364,138286,138390,131247,131247,140136,149827,60611,60611,JNTUH
SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,HNK,COED,PVT,CIV,CIVIL ENGINEERING,74567,74567,110025,122754,97977,98387,103069,103069,102983,108059,131875,135286,74567,74567,137861,145964,134911,134911,132618,147563,109473,109473,SR UNIVERSITY
SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,HNK,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,18129,18129,42452,42452,24051,24051,18129,43367,24174,24174,33883,42413,18129,60144,54321,54321,47855,47855,35693,54782,23279,23279,SR UNIVERSITY
SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,HNK,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,33176,33176,71897,71897,47495,50003,80157,80157,43489,43489,60986,67433,91632,91632,85236,86629,82920,107063,78245,121929,45674,45674,SR UNIVERSITY
SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,HNK,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,55162,61175,110415,134175,71705,71705,64347,93899,75940,93686,99180,120932,55162,128049,115939,125430,108600,119662,125859,141393,78773,118669,SR UNIVERSITY
SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,HNK,COED,PVT,MEC,MECHANICAL ENGINEERING,86900,114651,131485,131485,128674,135042,94370,114651,117502,133356,128007,135048,139750,139750,139632,146534,137597,139355,140219,140768,86900,124128,SR UNIVERSITY
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,GIRLS,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),NA,53381,NA,109505,NA,66339,NA,53381,NA,65336,NA,100565,NA,53381,NA,139054,NA,137536,NA,146326,NA,85037,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,GIRLS,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,45901,NA,97538,NA,64060,NA,45901,NA,62273,NA,83484,NA,45901,NA,135142,NA,125046,NA,148553,NA,83545,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,GIRLS,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,43550,NA,85777,NA,59546,NA,61727,NA,54615,NA,85111,NA,143390,NA,105777,NA,122658,NA,144641,NA,74004,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,GIRLS,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,44235,NA,80709,NA,55869,NA,53962,NA,53723,NA,91529,NA,136622,NA,117578,NA,133062,NA,151683,NA,78300,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,GIRLS,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,47041,NA,111523,NA,67713,NA,63445,NA,69855,NA,127980,NA,144502,NA,132861,NA,139938,NA,141236,NA,92860,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),NAGOLE,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,33461,33461,72278,72278,43914,43914,106988,106988,44070,44070,64904,86179,116302,147091,114218,114218,81422,81676,118735,139204,38985,38985,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),NAGOLE,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),30312,30312,66354,66354,39398,39633,30312,30312,43640,43640,66616,70458,30312,30312,101495,101495,81945,81945,100754,139372,36884,37344,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),NAGOLE,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,39532,39532,66361,108983,47710,50942,42608,42608,49845,49845,39532,114134,137093,137093,123591,123591,98259,98259,128155,138734,41351,42507,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),NAGOLE,MDL,COED,PVT,MEC,MECHANICAL ENGINEERING,48804,112935,108526,112935,101534,123250,48804,112935,48804,112935,108845,112935,48804,112935,137437,143697,48804,144588,136275,139704,87227,112935,JNTUH
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN,ABIDS,HYD,GIRLS,PVT,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,NA,28229,NA,57154,NA,44103,NA,28229,NA,40948,NA,39774,NA,125222,NA,124908,NA,55619,NA,136363,NA,41929,OU
STLW,(SATUANTOLENYO CMOOLLUESG)E OF ENGG AND TECHNOLOGY FOR WOMEN,ABIDS,HYD,GIRLS,PVT,CME,COMPUTER ENGINEERING,NA,44447,NA,109584,NA,65917,NA,48206,NA,65335,NA,51949,NA,44447,NA,141802,NA,128128,NA,145701,NA,51843,OU
STLW,(SATUANTOLENYO CMOOLLUESG)E OF ENGG AND TECHNOLOGY FOR WOMEN,ABIDS,HYD,GIRLS,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,25494,NA,52585,NA,37776,NA,107315,NA,39432,NA,37185,NA,27312,NA,108927,NA,74734,NA,124648,NA,38092,OU
